City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Havre-Saint-Pierre,CA,2021-04-04 23:53:22,50.2334,-63.5986,39.2,93,40,11.5
293,Tessalit,ML,2021-04-04 23:53:23,20.1986,1.0114,80.31,7,1,10.56
294,Bagdarin,RU,2021-04-04 23:53:23,54.4333,113.6,27.07,52,1,11.48
295,Ilhabela,BR,2021-04-04 23:53:24,-23.7781,-45.3581,72.64,82,58,5.55
296,Bethel,US,2021-04-04 23:53:24,41.3712,-73.414,57.2,30,1,8.05
297,Providencia,MX,2021-04-04 23:53:24,28.7167,-111.5833,98.01,16,0,13.0
298,Provideniya,RU,2021-04-04 23:53:25,64.3833,-173.3,6.8,61,0,4.47
299,Udachnyy,RU,2021-04-04 23:53:25,66.4167,112.4,-12.71,99,99,4.79
300,Kalaleh,IR,2021-04-04 23:53:09,37.3807,55.4916,54.97,32,0,6.42
301,Quatre Cocos,MU,2021-04-04 23:53:26,-20.2078,57.7625,80.01,77,46,7.0
302,Shizunai,JP,2021-04-04 23:53:26,42.3339,142.3669,37.87,95,100,4.79
303,Nisia Floresta,BR,2021-04-04 23:53:26,-6.0911,-35.2086,80.6,78,20,8.05
304,La Romana,DO,2021-04-04 23:53:27,18.4273,-68.9728,71.6,100,75,11.5
305,Kaliua,TZ,2021-04-04 23:53:27,-5.0606,31.7936,66.88,93,100,3.42
306,Nizhniy Kuranakh,RU,2021-04-04 23:53:28,58.8353,125.4869,13.42,86,100,4.9
307,Lavrentiya,RU,2021-04-04 23:53:28,65.5833,-171.0,4.3,71,19,5.66
308,Gambela,ET,2021-04-04 23:53:29,8.25,34.5833,80.19,57,95,1.45
309,Dapaong,TG,2021-04-04 23:53:08,10.8639,0.205,88.02,12,8,4.81
310,The Valley,AI,2021-04-04 23:51:00,18.217,-63.0578,78.8,73,40,8.05
311,Upernavik,GL,2021-04-04 23:53:29,72.7868,-56.1549,-15.9,94,34,5.75
312,Dingle,PH,2021-04-04 23:53:30,10.9995,122.6711,81.84,68,93,10.31
313,Mmathubudukwane,BW,2021-04-04 23:53:30,-24.6,26.4333,61.72,82,0,0.29
314,Rovaniemi,FI,2021-04-04 23:53:31,66.5,25.7167,33.8,93,90,13.8
315,Ahipara,NZ,2021-04-04 23:53:31,-35.1667,173.1667,68.7,62,75,6.67
316,Isangel,VU,2021-04-04 23:53:31,-19.55,169.2667,82.4,65,75,14.97
317,Fortuna,US,2021-04-04 23:53:32,40.5982,-124.1573,54.0,81,90,10.36
318,Weinan,CN,2021-04-04 23:53:32,34.5036,109.5089,53.01,71,0,6.71
319,Antofagasta,CL,2021-04-04 23:53:33,-23.65,-70.4,66.2,72,0,8.05
320,Pisco,PE,2021-04-04 23:53:33,-13.7,-76.2167,73.4,83,0,6.91
321,Milton,US,2021-04-04 23:53:33,34.1322,-84.3007,70.0,35,0,5.26
322,Copiapo,CL,2021-04-04 23:52:17,-27.3667,-70.3333,66.2,59,0,9.22
323,Shache,CN,2021-04-04 23:53:34,38.4167,77.2406,47.93,44,99,5.14
324,Pangoa,PE,2021-04-04 23:53:34,-12.1167,-73.0,69.91,94,73,1.23
325,Okitipupa,NG,2021-04-04 23:53:35,6.5047,4.7839,77.72,92,17,2.04
326,Goderich,CA,2021-04-04 23:53:35,43.7501,-81.7165,46.4,57,36,4.61
327,Maldonado,UY,2021-04-04 23:53:07,-34.6667,-54.9167,69.8,88,0,11.5
328,Mutoko,ZW,2021-04-04 23:53:35,-17.397,32.2268,57.22,86,1,2.91
329,Iskateley,RU,2021-04-04 23:53:36,67.6803,53.1512,12.49,93,26,8.39
330,Ypsonas,CY,2021-04-04 23:53:36,34.6884,32.9574,55.4,88,5,0.89
331,Mahibadhoo,MV,2021-04-04 23:53:37,3.7833,72.9667,83.57,75,24,14.03
332,Shangzhi,CN,2021-04-04 23:53:37,45.2167,127.9667,46.08,30,4,15.19
333,Ouegoa,NC,2021-04-04 23:53:38,-20.35,164.4333,80.65,65,64,18.21
334,Effingham,US,2021-04-04 23:53:38,32.3669,-81.3332,69.8,34,1,3.24
335,Khash,IR,2021-04-04 23:53:38,28.2211,61.2158,59.16,25,50,4.65
336,Nanga Eboko,CM,2021-04-04 23:53:39,4.6833,12.3667,75.67,70,59,3.13
337,Quepos,CR,2021-04-04 23:53:39,9.4236,-84.1652,75.2,64,75,19.57
338,Ugoofaaru,MV,2021-04-04 23:53:40,5.6667,73.0,84.11,66,57,11.81
339,Colonia,DE,2021-04-04 23:48:54,50.9333,6.95,39.99,86,0,5.75
340,Mecca,SA,2021-04-04 23:53:40,21.4267,39.8261,74.73,41,91,5.12
341,Ixtapa,MX,2021-04-04 23:53:40,20.7,-105.2,78.8,73,1,10.36
342,Klaksvik,FO,2021-04-04 23:53:41,62.2266,-6.589,24.8,74,75,46.04
343,Simpang,ID,2021-04-04 23:53:41,-1.2667,104.0833,75.72,93,95,2.28
344,Clyde River,CA,2021-04-04 23:51:29,70.4692,-68.5914,-13.0,77,1,9.22
345,La Asuncion,VE,2021-04-04 23:53:42,11.0333,-63.8628,76.33,84,41,15.05
346,Gimbi,ET,2021-04-04 23:53:42,9.1667,35.8333,66.13,48,95,2.86
347,Najran,SA,2021-04-04 23:53:42,17.4924,44.1277,66.2,26,39,3.02
348,Lubaczow,PL,2021-04-04 23:53:43,50.157,23.1234,30.99,86,28,6.33
349,Valparaiso,CL,2021-04-04 23:53:43,-33.0393,-71.6273,60.8,100,75,5.75
350,Mindelo,CV,2021-04-04 23:53:44,16.8901,-24.9804,71.6,78,20,24.16
351,Nabire,ID,2021-04-04 23:53:44,-3.3667,135.4833,83.16,69,46,1.74
352,Vila,PT,2021-04-04 23:53:44,42.0304,-8.1588,52.0,71,9,1.01
353,Balabac,PH,2021-04-04 23:53:45,7.9868,117.0645,83.26,69,100,11.81
354,Jining,CN,2021-04-04 23:53:45,35.405,116.5814,49.91,40,52,8.3
355,Sfantu Gheorghe,RO,2021-04-04 23:49:58,45.8667,25.7833,35.01,81,93,2.17
356,Namatanai,PG,2021-04-04 23:51:54,-3.6667,152.4333,82.81,73,93,2.84
357,Mareeba,AU,2021-04-04 23:53:46,-17.0,145.4333,82.0,78,90,9.22
358,Roald,NO,2021-04-04 23:53:46,62.5833,6.1333,30.2,69,75,17.27
359,Steinbach,DE,2021-04-04 23:53:47,50.1667,8.5667,45.0,80,0,2.3
360,Strezhevoy,RU,2021-04-04 23:53:47,60.7333,77.5889,35.6,69,0,8.95
361,Tual,ID,2021-04-04 23:53:47,-5.6667,132.75,83.55,71,71,5.41
362,Winnemucca,US,2021-04-04 23:49:01,40.973,-117.7357,75.2,5,1,13.8
363,Nantucket,US,2021-04-04 23:53:48,41.2835,-70.0995,44.6,70,1,12.66
364,Kruisfontein,ZA,2021-04-04 23:53:49,-34.0033,24.7314,66.99,80,99,1.01
365,Kysyl-Syr,RU,2021-04-04 23:53:49,63.8986,122.7617,-7.92,97,81,4.41
366,Wellsford,NZ,2021-04-04 23:53:49,-36.2833,174.5167,69.01,72,99,5.99
367,Novoblagodarnoye,RU,2021-04-04 23:53:50,44.1433,42.875,46.4,76,96,6.71
368,Newport,GB,2021-04-04 23:53:50,51.5877,-2.9984,48.99,86,49,9.13
369,Berekua,DM,2021-04-04 23:53:51,15.2333,-61.3167,75.99,36,34,11.21
370,Samagaltay,RU,2021-04-04 23:53:51,50.6022,95.0047,24.26,54,6,3.04
371,Ambon,ID,2021-04-04 23:53:04,-3.6954,128.1814,87.8,70,40,4.61
372,Oakdale,US,2021-04-04 23:53:51,44.963,-92.9649,77.0,22,1,9.22
373,Kudahuvadhoo,MV,2021-04-04 23:53:52,2.6708,72.8944,83.3,75,8,14.03
374,Maniitsoq,GL,2021-04-04 23:52:27,65.4167,-52.9,27.19,91,100,8.16
375,Velikodvorskiy,RU,2021-04-04 23:53:52,55.25,40.6678,25.75,96,39,4.32
376,Angoram,PG,2021-04-04 23:53:53,-4.0625,144.0661,80.37,81,98,1.05
377,Humaita,BR,2021-04-04 23:53:53,-7.5061,-63.0208,73.56,95,96,2.57
378,Teseney,ER,2021-04-04 23:53:53,15.11,36.6575,75.79,37,1,7.45
379,Alofi,NU,2021-04-04 23:49:23,-19.0595,-169.9187,82.4,78,100,8.05
380,Fallon,US,2021-04-04 23:53:54,39.4735,-118.7774,77.0,10,75,4.61
381,Astros,GR,2021-04-04 23:53:54,37.4032,22.7303,63.0,71,74,5.44
382,Biak,ID,2021-04-04 23:53:54,-0.9131,122.8766,81.64,72,99,3.56
383,Orlik,RU,2021-04-04 23:53:55,52.5178,99.825,11.25,89,34,2.17
384,Ostrovnoy,RU,2021-04-04 23:53:55,68.0531,39.5131,33.69,89,100,18.43
385,Nogliki,RU,2021-04-04 23:53:55,51.8333,143.1667,26.33,55,2,9.35
386,Porto Novo,BJ,2021-04-04 23:51:26,6.4965,2.6036,81.5,83,3,9.86
387,Deogarh,IN,2021-04-04 23:53:56,21.5333,84.7333,68.72,65,0,1.66
388,Chinsali,ZM,2021-04-04 23:53:56,-10.5414,32.0816,61.72,98,28,6.02
389,Zhigansk,RU,2021-04-04 23:53:57,66.7697,123.3711,-9.18,95,88,6.38
390,Gaoua,BF,2021-04-04 23:53:57,10.2992,-3.2508,90.91,15,50,2.77
391,Piacabucu,BR,2021-04-04 23:53:58,-10.4056,-36.4344,78.58,82,9,8.08
392,Avera,US,2021-04-04 23:53:58,33.194,-82.5271,68.0,26,1,3.44
393,Mackenzie,CA,2021-04-04 23:53:58,55.2999,-123.1698,44.6,36,1,3.44
394,Mazyr,BY,2021-04-04 23:53:59,52.0495,29.2456,31.71,81,26,6.38
395,Tabou,CI,2021-04-04 23:53:59,4.423,-7.3528,78.53,88,46,3.8
396,Mayo,US,2021-04-04 23:54:00,38.8876,-76.5119,68.0,30,1,5.75
397,Lucea,JM,2021-04-04 23:54:00,18.451,-78.1736,78.8,69,20,16.11
398,Camocim,BR,2021-04-04 23:54:00,-2.9022,-40.8411,77.36,90,100,12.3
399,Flinders,AU,2021-04-04 23:54:01,-34.5833,150.8552,77.0,78,40,1.99
400,Berezovyy,RU,2021-04-04 23:54:01,51.6667,135.7,32.92,60,36,2.06
401,Richards Bay,ZA,2021-04-04 23:54:02,-28.783,32.0377,63.86,83,0,3.96
402,Thongwa,MM,2021-04-04 23:49:25,16.7619,96.5278,73.4,100,75,2.3
403,Oranjemund,NA,2021-04-04 23:54:02,-28.55,16.4333,61.39,95,22,5.28
404,Easton,US,2021-04-04 23:54:03,40.6884,-75.2207,59.0,29,1,13.8
405,El Tigre,VE,2021-04-04 23:54:03,8.8875,-64.2454,80.11,65,98,12.82
406,Coffs Harbour,AU,2021-04-04 23:54:03,-30.3,153.1333,73.4,78,100,5.75
407,Portland,US,2021-04-04 23:54:04,45.5234,-122.6762,57.99,30,75,10.36
408,Mumford,GH,2021-04-04 23:54:04,5.2618,-0.759,80.08,88,35,8.72
409,Cayenne,GF,2021-04-04 23:54:05,4.9333,-52.3333,79.0,94,75,4.61
410,Show Low,US,2021-04-04 23:51:24,34.2542,-110.0298,75.99,10,20,10.36
411,Opuwo,NA,2021-04-04 23:54:05,-18.0607,13.84,71.69,48,34,4.94
412,Kansanshi,ZM,2021-04-04 23:54:05,-12.0951,26.4273,58.68,97,28,3.89
413,Roshchino,RU,2021-04-04 23:54:06,60.2519,29.6085,37.99,80,0,8.95
414,Stornoway,GB,2021-04-04 23:54:06,58.2093,-6.3865,30.2,80,100,31.07
415,Asadabad,IR,2021-04-04 23:54:07,34.7824,48.1185,42.98,52,0,2.1
416,Palatka,US,2021-04-04 23:54:07,29.6486,-81.6376,64.99,56,3,6.6
417,Mae Sai,TH,2021-04-04 23:54:07,20.4335,99.8762,69.8,100,75,4.61
418,Tongliao,CN,2021-04-04 23:54:08,43.6125,122.2653,54.12,18,0,14.94
419,Woodward,US,2021-04-04 23:52:01,36.4337,-99.3904,78.8,33,1,17.27
420,Nakhon Phanom,TH,2021-04-04 23:54:08,17.3333,104.4167,76.23,72,96,6.33
421,Matara,LK,2021-04-04 23:54:09,5.9485,80.5353,75.16,89,100,6.33
422,Norman Wells,CA,2021-04-04 23:54:09,65.282,-126.8329,28.4,50,75,10.36
423,Itarema,BR,2021-04-04 23:54:09,-2.9248,-39.9167,77.45,89,99,10.07
424,Turayf,SA,2021-04-04 23:54:10,31.6725,38.6637,55.4,44,0,4.61
425,Kontagora,NG,2021-04-04 23:54:10,10.3999,5.4695,81.16,14,13,3.76
426,Qui Nhon,VN,2021-04-04 23:54:11,13.7667,109.2333,75.6,87,81,6.44
427,Hambantota,LK,2021-04-04 23:54:11,6.1241,81.1185,75.81,81,97,5.73
428,Kumluca,TR,2021-04-04 23:54:12,36.3703,30.2869,56.46,74,10,4.7
429,Egvekinot,RU,2021-04-04 23:54:12,66.3167,-179.1667,-2.06,80,33,4.0
430,Saint-Gaudens,FR,2021-04-04 23:54:12,43.0833,0.6667,45.0,87,0,5.75
431,Shizilu,CN,2021-04-04 23:54:13,35.1711,118.8289,50.9,29,24,1.52
432,Cortez,US,2021-04-04 23:54:13,37.3489,-108.5859,75.2,9,1,4.61
433,Bereda,ES,2021-04-04 23:54:13,43.2686,-7.5406,41.0,100,22,5.99
434,Bud,US,2021-04-04 23:54:14,39.447,-86.1758,69.8,35,1,6.49
435,Majene,ID,2021-04-04 23:54:14,-3.5403,118.9707,80.6,83,97,5.57
436,Petropavlovsk-Kamchatskiy,RU,2021-04-04 23:54:15,53.0452,158.6483,35.6,55,75,6.71
437,Poum,NC,2021-04-04 23:54:15,-20.2333,164.0167,79.79,69,74,25.86
438,San Francisco,US,2021-04-04 23:52:04,37.7749,-122.4194,59.0,55,75,23.02
439,Ous,RU,2021-04-04 23:54:16,60.9058,61.5186,32.54,99,100,2.04
440,Pangnirtung,CA,2021-04-04 23:54:16,66.1451,-65.7125,-1.93,83,39,7.36
441,Palora,EC,2021-04-04 23:54:16,-1.7,-77.9333,69.8,88,40,0.87
442,Tabora,TZ,2021-04-04 23:54:17,-5.0167,32.8,68.0,94,20,3.56
443,Kelowna,CA,2021-04-04 23:53:50,49.8831,-119.4857,53.01,22,40,17.27
444,Maizuru,JP,2021-04-04 23:54:17,35.45,135.3333,50.0,81,75,11.5
445,College,US,2021-04-04 23:54:18,64.8569,-147.8028,32.0,55,75,16.11
446,Along,IN,2021-04-04 23:54:18,28.1667,94.7667,60.3,65,58,2.64
447,Coquimbo,CL,2021-04-04 23:54:19,-29.9533,-71.3436,62.6,63,20,4.61
448,Terney,RU,2021-04-04 23:54:20,45.0503,136.6092,43.68,43,0,1.99
449,Nemuro,JP,2021-04-04 23:54:20,43.3236,145.575,35.6,64,75,5.75
450,Nishihara,JP,2021-04-04 23:54:21,26.1842,127.7558,68.0,63,75,23.02
451,Mnogovershinnyy,RU,2021-04-04 23:54:21,53.9353,139.9242,21.18,63,18,4.74
452,Acari,PE,2021-04-04 23:54:21,-15.4311,-74.6158,74.32,79,81,4.52
453,Poronaysk,RU,2021-04-04 23:54:22,49.2167,143.1167,30.2,75,29,3.22
454,Arkhangelsk,RU,2021-04-04 23:54:22,64.5401,40.5433,33.8,93,90,6.71
455,Rameswaram,IN,2021-04-04 23:54:23,9.2833,79.3,83.28,76,35,13.71
456,Vagur,FO,2021-04-04 23:54:23,61.4732,-6.8119,27.93,74,100,46.26
457,Dong Hoi,VN,2021-04-04 23:50:25,17.4833,106.6,75.9,89,68,6.55
458,Diu,IN,2021-04-04 23:54:23,20.7141,70.9822,74.91,82,0,10.58
459,Talnakh,RU,2021-04-04 23:52:52,69.4865,88.3972,4.78,71,100,11.56
460,Oktyabrskoye,RU,2021-04-04 23:54:07,43.0645,44.7417,39.2,81,57,6.71
461,Naze,JP,2021-04-04 23:54:24,28.3667,129.4833,68.0,73,40,24.16
462,Urengoy,RU,2021-04-04 23:54:25,65.9667,78.3667,30.99,97,100,10.18
463,Buerarema,BR,2021-04-04 23:54:25,-14.9594,-39.2997,71.4,98,100,2.84
464,Ambilobe,MG,2021-04-04 23:52:17,-13.2,49.05,72.86,95,81,2.89
465,Yulara,AU,2021-04-04 23:54:26,-25.2406,130.9889,71.6,35,0,9.22
466,Can Tho,VN,2021-04-04 23:54:26,10.0333,105.7833,80.6,94,20,4.61
467,Palmer,US,2021-04-04 23:54:26,42.1584,-72.3287,55.4,26,20,16.11
468,Faya,SA,2021-04-04 23:54:27,18.3851,42.4509,62.6,51,0,3.83
469,Svay Rieng,KH,2021-04-04 23:54:27,11.0879,105.7993,80.17,73,90,4.25
470,Faanui,PF,2021-04-04 23:54:28,-16.4833,-151.75,82.11,75,20,11.79
471,Marsa Matruh,EG,2021-04-04 23:54:28,31.3525,27.2453,64.4,36,0,8.05
472,Ambunti,PG,2021-04-04 23:54:28,-4.2365,142.8448,77.61,91,98,1.48
473,Kindu,CD,2021-04-04 23:54:29,-2.95,25.95,69.98,99,100,5.19
474,Sao Filipe,CV,2021-04-04 23:54:29,14.8961,-24.4956,72.81,74,5,6.51
475,Qaqortoq,GL,2021-04-04 23:54:30,60.7167,-46.0333,3.2,100,90,5.53
476,Ostersund,SE,2021-04-04 23:54:30,63.1792,14.6357,28.99,74,40,19.57
477,Altamira,BR,2021-04-04 23:51:17,-3.2033,-52.2064,74.12,96,46,3.27
478,Timmins,CA,2021-04-04 23:53:11,48.4669,-81.3331,50.0,27,75,4.61
479,Suntar,RU,2021-04-04 23:54:31,62.1444,117.6319,-3.77,91,97,6.76
480,Kinablangan,PH,2021-04-04 23:54:31,7.6947,126.5503,80.64,78,100,5.99
481,Sioux Lookout,CA,2021-04-04 23:54:32,50.1001,-91.917,53.6,32,75,9.22
482,Portel,BR,2021-04-04 23:54:32,-1.9356,-50.8211,75.7,95,90,3.06
483,Meiganga,CM,2021-04-04 23:50:23,6.5167,14.3,76.3,28,98,0.65
484,Paka,MY,2021-04-04 23:54:33,4.6374,103.4368,79.54,84,72,3.47
485,Pitimbu,BR,2021-04-04 23:54:33,-7.4706,-34.8086,78.8,94,20,5.75
486,Fort Frances,CA,2021-04-04 23:52:47,48.5999,-93.4003,64.4,20,1,10.36
487,Shingu,JP,2021-04-04 23:54:33,33.7333,135.9833,57.2,72,20,21.85
488,Conway,US,2021-04-04 23:54:02,35.0887,-92.4421,75.2,38,1,9.22
489,Tiznit,MA,2021-04-04 23:54:34,29.5833,-9.5,54.82,87,20,4.32
490,Sulangan,PH,2021-04-04 23:54:34,11.1373,123.7228,82.06,66,96,10.49
491,Annau,TM,2021-04-04 23:54:34,37.8876,58.516,46.4,76,5,4.61
492,Corner Brook,CA,2021-04-04 23:54:35,48.9667,-57.9484,50.0,87,90,10.36
493,Khani,GE,2021-04-04 23:54:35,41.9563,42.9566,53.6,76,75,2.3
494,Maceio,BR,2021-04-04 23:52:04,-9.6658,-35.7353,77.0,94,20,2.3
495,Geeste,DE,2021-04-04 23:54:36,52.6,7.2667,41.0,81,78,11.5
496,Tautira,PF,2021-04-04 23:54:36,-17.7333,-149.15,87.8,66,20,3.44
497,Yar-Sale,RU,2021-04-04 23:53:06,66.8333,70.8333,32.52,98,100,8.01
498,Toamasina,MG,2021-04-04 23:54:37,-18.1667,49.3833,75.2,94,20,5.48
499,Shalinskoye,RU,2021-04-04 23:54:37,55.7228,93.7594,32.83,93,90,5.48
500,Trairi,BR,2021-04-04 23:54:37,-3.2778,-39.2689,77.23,91,79,7.94
501,Berbera,SO,2021-04-04 23:54:38,10.4396,45.0143,76.96,71,12,2.19
502,Sorong,ID,2021-04-04 23:54:38,-0.8833,131.25,83.12,76,84,4.81
503,Hays,US,2021-04-04 23:54:39,30.0502,-98.0336,73.99,49,95,1.01
504,Cidreira,BR,2021-04-04 23:52:53,-30.1811,-50.2056,72.86,76,4,18.97
505,Oga,IT,2021-04-04 23:54:39,46.4631,10.347,43.0,74,0,3.44
506,Champasak,LA,2021-04-04 23:54:39,14.75,106.0,75.74,83,81,1.59
507,Talavera,PH,2021-04-04 23:54:40,15.6167,120.9333,78.8,78,75,2.3
508,Serebryansk,KZ,2021-04-04 23:54:40,49.6925,83.2892,26.6,80,4,4.47
509,Kollo,NE,2021-04-04 23:54:41,13.3043,2.339,86.0,10,0,3.44
510,Kikwit,CD,2021-04-04 23:53:11,-5.041,18.8162,69.48,95,100,3.51
511,Williston,US,2021-04-04 23:54:41,48.147,-103.618,73.0,20,75,5.99
512,Saint-Joseph,RE,2021-04-04 23:54:42,-21.3667,55.6167,77.0,73,0,6.91
513,Durgapur,IN,2021-04-04 23:54:42,23.4833,87.3167,71.13,87,0,5.99
514,Lofthus,NO,2021-04-04 23:54:43,59.9468,10.8018,36.0,31,40,3.0
515,Kandava,LV,2021-04-04 23:54:43,57.0409,22.7747,40.23,80,70,17.43
516,Vanimo,PG,2021-04-04 23:52:09,-2.6741,141.3028,78.53,90,98,6.06
517,Berdigestyakh,RU,2021-04-04 23:54:44,62.0989,126.6992,-0.99,93,100,4.12
518,Rawson,AR,2021-04-04 23:50:48,-43.3002,-65.1023,78.24,41,8,19.55
519,Kodinar,IN,2021-04-04 23:54:44,20.7903,70.7031,75.67,81,0,9.06
520,Westport,US,2021-04-04 23:54:44,41.1415,-73.3579,59.0,29,1,13.8
521,Vardo,NO,2021-04-04 23:54:45,70.3705,31.1107,36.05,89,100,16.8
522,Evensk,RU,2021-04-04 23:54:45,61.95,159.2333,15.8,54,100,24.87
523,Waitara,NZ,2021-04-04 23:54:46,-38.925,174.25,64.0,75,98,11.99
524,Junction City,US,2021-04-04 23:54:46,39.0286,-96.8314,80.6,29,1,18.41
525,Klyuchi,RU,2021-04-04 23:54:46,52.2667,79.1667,25.97,78,81,8.23
526,Cintalapa,MX,2021-04-04 23:54:47,16.6951,-93.7272,70.12,73,60,9.44
527,Cenade,RO,2021-04-04 23:54:47,46.0587,24.0089,37.0,93,75,1.14
528,Teahupoo,PF,2021-04-04 23:54:48,-17.8333,-149.2667,87.8,66,20,3.44
529,Beidao,CN,2021-04-04 23:54:48,34.5686,105.8933,46.42,86,100,3.78
530,Cap Malheureux,MU,2021-04-04 23:54:12,-19.9842,57.6142,80.01,77,11,7.0
531,Oshawa,CA,2021-04-04 23:52:45,43.9001,-78.8496,51.8,43,1,6.91
532,Mehamn,NO,2021-04-04 23:51:48,71.0357,27.8492,33.21,96,100,5.55
533,Inhambane,MZ,2021-04-04 23:54:49,-23.865,35.3833,67.89,77,0,5.14
534,Horki,BY,2021-04-04 23:54:49,54.2861,30.9842,30.74,74,53,7.38
535,Nancha,CN,2021-04-04 23:54:50,47.1333,129.2667,47.35,30,66,5.91
536,Ocampo,MX,2021-04-04 23:54:50,21.65,-101.5,82.0,50,3,20.29
537,Wuan,CN,2021-04-04 23:54:50,31.6836,112.0044,52.92,63,100,1.99
538,Pozo Colorado,PY,2021-04-04 23:54:51,-23.4923,-58.7972,76.32,71,100,2.82
539,Port-Gentil,GA,2021-04-04 23:54:51,-0.7193,8.7815,81.0,81,95,9.51
540,Henties Bay,NA,2021-04-04 23:54:52,-22.116,14.2845,67.19,78,18,4.56
541,Pecos,US,2021-04-04 23:54:52,31.4229,-103.4932,71.6,49,1,13.8
542,Natal,BR,2021-04-04 23:54:53,-5.795,-35.2094,80.6,78,20,8.05
543,Mobaye,CF,2021-04-04 23:54:53,4.319,21.1786,74.98,69,85,3.83
544,Tutoia,BR,2021-04-04 23:54:53,-2.7619,-42.2744,78.08,90,95,11.34
545,Sayyan,YE,2021-04-04 23:54:54,15.1718,44.3244,54.48,22,0,5.41
546,Hamilton,US,2021-04-04 23:54:09,39.1834,-84.5333,73.4,35,1,5.75
547,Gushikawa,JP,2021-04-04 23:51:31,26.3544,127.8686,66.2,59,90,16.11
548,Sovetskiy,RU,2021-04-04 23:54:54,61.3614,63.5842,32.18,99,100,3.11
549,Dauphin,CA,2021-04-04 23:54:55,51.1494,-100.0502,53.6,35,75,14.97
550,Katsuura,JP,2021-04-04 23:51:43,35.1333,140.3,62.01,100,75,5.75
551,Belaya Gora,RU,2021-04-04 23:54:55,68.5333,146.4167,3.11,89,100,8.79
552,Requena,ES,2021-04-04 23:54:56,39.4883,-1.1004,53.01,87,0,4.61
553,Mayor Pablo Lagerenza,PY,2021-04-04 23:54:56,-19.9309,-60.7718,80.83,58,99,3.09
554,Ramygala,LT,2021-04-04 23:54:57,55.5167,24.3,37.4,60,13,9.22
555,Sawakin,SD,2021-04-04 23:54:57,19.1059,37.3321,73.65,62,33,7.99
556,Dudinka,RU,2021-04-04 23:54:57,69.4058,86.1778,14.23,93,100,10.83
557,Lufilufi,WS,2021-04-04 23:54:58,-13.8745,-171.5986,91.4,70,75,12.66
558,Husavik,IS,2021-04-04 23:54:58,66.0449,-17.3389,17.6,62,90,10.36
559,Noumea,NC,2021-04-04 23:54:59,-22.2763,166.4572,84.0,47,0,6.91
560,Nioki,CD,2021-04-04 23:54:59,-2.7167,17.6833,71.37,98,100,2.3
561,Ust-Tsilma,RU,2021-04-04 23:55:00,65.441,52.1498,16.74,97,57,3.78
562,Coolum Beach,AU,2021-04-04 23:55:00,-26.5333,153.1,72.0,100,100,3.0
563,Ahtopol,BG,2021-04-04 23:55:01,42.1,27.95,39.2,100,90,5.75
564,Conceicao Do Araguaia,BR,2021-04-04 23:55:01,-8.2578,-49.2647,80.33,74,98,0.69
565,Tukrah,LY,2021-04-04 23:55:02,32.5341,20.5791,74.98,18,89,27.54
566,Baijiantan,CN,2021-04-04 23:55:02,45.6333,85.1833,46.04,31,0,1.7
567,Adrar,MR,2021-04-04 23:55:03,20.5022,-10.0711,79.0,11,84,10.87
568,Los Algarrobos,PA,2021-04-04 23:55:03,8.5,-82.4333,86.0,70,20,5.75
569,Saint-Georges,GD,2021-04-04 23:54:08,12.0564,-61.7485,78.8,78,20,9.22
570,Priargunsk,RU,2021-04-04 23:55:04,50.3691,119.1012,36.72,45,45,18.28
571,Shahrud,IR,2021-04-04 23:55:04,36.4182,54.9763,46.09,47,75,2.8
572,Mocajuba,BR,2021-04-04 23:55:04,-2.5842,-49.5072,74.48,97,97,2.55
573,Mezhdurechensk,RU,2021-04-04 23:52:50,53.6942,88.0603,24.82,91,9,3.18
574,Sumy,UA,2021-04-04 23:55:05,50.9216,34.8003,37.35,70,39,0.49
575,Mantua,IT,2021-04-04 23:54:21,45.1667,10.7833,45.0,56,0,3.44
576,Urdoma,RU,2021-04-04 23:55:06,61.7533,48.5442,21.15,97,25,4.05
577,Abbeville,FR,2021-04-04 23:55:06,50.1,1.8333,42.01,81,15,11.61
578,Vanino,RU,2021-04-04 23:55:07,49.0869,140.2543,40.24,34,41,2.62
579,Douglas,US,2021-04-04 23:55:07,41.3,-96.167,87.8,21,1,11.5
580,Northam,GB,2021-04-04 23:55:08,51.0333,-4.2167,46.99,93,56,5.99
581,Prince Rupert,CA,2021-04-04 23:55:08,54.3161,-130.3201,42.8,65,90,9.22
582,Tirumullaivasal,IN,2021-04-04 23:55:08,11.2333,79.8333,79.63,83,80,9.69
583,Lleida,ES,2021-04-04 23:55:09,41.6167,0.6167,51.01,87,0,3.44
584,Faro,PT,2021-04-04 23:55:09,37.0194,-7.9322,59.0,88,0,3.44
585,Kiruna,SE,2021-04-04 23:51:54,67.8557,20.2251,24.8,100,90,9.22
586,Gualeguay,AR,2021-04-04 23:55:10,-33.1416,-59.3097,69.75,63,82,8.08
587,Severodvinsk,RU,2021-04-04 23:55:10,64.5635,39.8302,33.8,93,90,6.71
588,Saravan,AM,2021-04-04 23:55:11,39.7196,45.6483,42.8,65,40,9.22
589,Seddon,AU,2021-04-04 23:55:11,-37.8068,144.8916,64.0,55,75,12.66
590,Nassau,US,2021-04-04 23:55:11,40.7507,-73.5829,57.0,41,15,12.37
